id;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status
JYDO0386;Single;1st phase - general contingent;1;Social Service;Daytime;1;124.0;1;34;34;0;0;129.3;No;No;No;Yes;Female;No;19;No;0;6;8;6;11.5;0;0;6;7;6;11.166666666666666;0;7.6;2.6;0.32;Graduate
JYDO0387;Single;1st phase - general contingent;1;Basic Education;Daytime;1;140.0;1;37;37;9;9;145.3;No;No;No;Yes;Female;No;18;No;0;6;6;6;13.666666666666666;0;0;6;9;6;12.333333333333334;0;7.6;2.6;0.32;Graduate
JYDO0388;Single;Over 23 years old;1;Management (evening attendance);Evening;3;130.0;1;37;37;9;9;146.2;No;No;No;Yes;Female;No;28;No;10;14;16;11;11.272727272727272;0;6;11;16;10;12.0;0;10.8;1.4;1.74;Graduate
JYDO0389;Single;2nd phase - general contingent;1;Basic Education;Daytime;1;134.0;1;1;19;4;5;122.5;Yes;No;No;Yes;Female;No;22;No;0;6;10;5;13.166666666666666;0;0;6;8;5;12.4;0;15.5;2.8;-4.06;Enrolled
JYDO0390;Single;Technological specialization diploma holders;1;Social Service (evening attendance);Evening;39;160.0;1;37;37;7;7;156.1;No;No;No;Yes;Female;Yes;21;No;3;6;6;6;14.666666666666666;0;2;6;6;6;14.166666666666666;0;13.9;-0.3;0.79;Graduate
JYDO0391;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;39;140.0;1;4;38;4;5;140.0;Yes;No;No;Yes;Female;No;21;No;0;6;11;4;12.75;0;0;6;19;1;11.0;0;12.4;0.5;1.79;Enrolled
JYDO0392;Single;Over 23 years old;1;Nursing;Daytime;1;150.0;1;1;19;5;3;140.0;No;Yes;No;Yes;Female;No;26;No;0;7;11;5;11.2;0;0;8;13;5;12.14;0;16.2;0.3;-0.92;Enrolled
JYDO0393;Single;1st phase - general contingent;6;Journalism and Communication;Daytime;1;141.0;1;30;37;7;7;128.4;Yes;No;Yes;No;Female;No;18;No;0;6;8;5;13.0;0;0;6;8;5;11.4;0;7.6;2.6;0.32;Dropout
JYDO0394;Single;2nd phase - general contingent;2;Veterinary Nursing;Daytime;1;120.0;1;1;1;9;10;115.0;No;No;No;No;Female;No;20;No;0;5;8;2;10.5;0;0;5;8;2;12.333333333333334;0;7.6;2.6;0.32;Dropout
JYDO0395;Single;2nd phase - general contingent;2;Veterinary Nursing;Daytime;1;166.0;1;1;19;4;3;158.7;No;No;No;Yes;Female;No;18;No;0;6;7;6;14.857142857142858;0;0;6;7;6;14.0;0;11.1;0.6;2.02;Graduate
JYDO0396;Single;1st phase - general contingent;4;Nursing;Daytime;1;147.0;1;1;1;4;9;124.5;Yes;No;No;Yes;Female;Yes;19;No;0;8;11;7;12.86;0;0;8;11;7;12.86;0;10.8;1.4;1.74;Graduate
JYDO0397;Single;Change of institution/course;1;Social Service;Daytime;1;121.0;1;3;19;3;10;111.9;Yes;No;No;Yes;Female;No;20;No;5;11;12;11;11.727272727272728;0;5;11;14;11;12.0;0;12.4;0.5;1.79;Graduate
JYDO0398;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;39;150.0;1;38;37;4;6;150.0;Yes;No;No;Yes;Female;Yes;22;No;3;6;11;6;13.142857142857142;0;2;6;10;3;12.0;0;13.9;-0.3;0.79;Graduate
JYDO0399;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;124.0;1;37;19;5;8;114.2;Yes;No;Yes;Yes;Female;No;18;No;0;6;6;5;11.8;0;0;6;9;4;13.714285714285714;0;10.8;1.4;1.74;Dropout
JYDO0400;Single;2nd phase - general contingent;1;Management;Daytime;1;96.0;1;38;37;6;4;96.0;Yes;No;No;Yes;Female;No;19;No;0;5;10;3;10.666666666666666;0;0;5;9;0;0.0;3;16.2;0.3;-0.92;Dropout
JYDO0401;Single;2nd phase - general contingent;4;Communication Design;Daytime;1;125.0;1;1;3;3;3;128.9;No;No;No;Yes;Female;Yes;18;No;0;6;9;5;11.6;0;0;6;8;4;11.2;0;8.9;1.4;3.51;Enrolled
JYDO0402;Single;2nd phase - general contingent;1;Tourism;Daytime;1;136.0;1;37;37;7;7;121.7;Yes;No;No;Yes;Female;No;20;No;0;6;13;3;10.333333333333334;0;0;6;12;3;10.333333333333334;0;10.8;1.4;1.74;Enrolled
JYDO0403;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;120.0;1;38;37;9;9;114.8;Yes;Yes;No;Yes;Female;No;19;No;0;6;11;4;12.25;0;0;6;11;3;11.0;0;7.6;2.6;0.32;Enrolled
JYDO0404;Single;1st phase - general contingent;1;Tourism;Daytime;1;128.0;1;19;38;9;9;127.0;No;No;No;Yes;Female;No;19;No;0;6;6;6;12.0;0;0;6;7;4;12.75;0;12.4;0.5;1.79;Enrolled
JYDO0405;Single;2nd phase - general contingent;1;Nursing;Daytime;1;142.0;1;37;37;5;5;131.3;Yes;No;No;Yes;Female;No;19;No;0;8;8;7;14.731428571428571;0;0;8;8;7;14.731428571428571;0;10.8;1.4;1.74;Graduate
JYDO0406;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;135.0;1;1;19;3;9;137.1;Yes;No;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate
JYDO0407;Single;Holders of other higher courses;1;Communication Design;Daytime;40;120.0;1;1;19;3;9;120.0;Yes;No;No;Yes;Female;No;21;No;9;13;14;13;13.615384615384617;1;6;12;12;12;14.25;0;13.9;-0.3;0.79;Graduate
JYDO0408;Single;Over 23 years old;1;Management (evening attendance);Evening;40;140.0;1;1;19;9;9;139.0;No;No;No;Yes;Female;No;27;No;0;5;5;5;15.8;0;0;5;5;5;14.8;0;8.9;1.4;3.51;Graduate
JYDO0409;Single;2nd phase - general contingent;1;Social Service;Daytime;1;135.0;1;1;19;4;4;129.1;No;No;No;Yes;Female;No;19;No;0;6;6;6;14.666666666666666;0;0;6;7;6;14.571428571428571;0;15.5;2.8;-4.06;Graduate
JYDO0410;Divorced;Over 23 years old;1;Veterinary Nursing;Daytime;1;133.1;1;34;34;0;0;128.2;No;No;No;Yes;Female;No;25;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0411;Single;1st phase - general contingent;2;Nursing;Daytime;1;137.0;1;19;19;7;7;120.8;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;14.654285714285717;0;0;8;8;7;14.654285714285717;0;10.8;1.4;1.74;Graduate
JYDO0412;Single;Over 23 years old;1;Nursing;Daytime;3;122.0;1;19;1;4;8;135.8;No;No;No;Yes;Female;No;24;No;0;8;8;7;12.401428571428571;0;0;8;8;7;12.401428571428571;0;10.8;1.4;1.74;Graduate
JYDO0413;Single;1st phase - general contingent;3;Nursing;Daytime;1;128.0;1;1;1;4;10;118.9;Yes;No;No;Yes;Female;No;20;No;0;7;8;7;11.5875;0;0;8;9;7;14.071428571428571;0;13.9;-0.3;0.79;Graduate
JYDO0414;Single;Holders of other higher courses;1;Management (evening attendance);Evening;40;140.0;1;37;37;6;6;140.0;No;No;No;Yes;Female;No;26;No;3;5;5;5;14.0;0;1;5;5;5;15.6;0;12.4;0.5;1.79;Graduate
JYDO0415;Single;1st phase - general contingent;1;Social Service;Daytime;1;132.0;1;1;38;9;7;127.1;Yes;No;No;Yes;Female;Yes;20;No;0;6;9;6;12.333333333333334;0;0;6;6;6;11.833333333333334;0;8.9;1.4;3.51;Graduate
JYDO0416;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;131.0;1;37;37;90;90;137.0;No;No;No;Yes;Female;No;18;No;0;5;5;5;14.0;0;0;5;6;5;15.4;0;7.6;2.6;0.32;Graduate
JYDO0417;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;126.0;1;1;1;9;9;127.4;Yes;No;No;Yes;Female;No;19;No;0;6;13;6;15.23076923076923;0;0;6;10;6;12.375;0;15.5;2.8;-4.06;Graduate
JYDO0418;Single;1st phase - general contingent;1;Basic Education;Daytime;1;133.1;1;19;19;9;9;97.0;Yes;No;No;Yes;Female;No;23;No;0;6;9;5;11.6;0;0;6;9;3;11.0;0;12.7;3.7;-1.7;Dropout
JYDO0419;Single;1st phase - general contingent;4;Nursing;Daytime;1;136.0;1;37;37;9;9;126.3;Yes;No;No;Yes;Female;Yes;18;No;0;7;7;6;11.6;0;0;7;7;6;11.6;0;7.6;2.6;0.32;Graduate
JYDO0420;Single;1st phase - general contingent;4;Nursing;Daytime;1;140.0;1;1;19;4;5;127.5;No;No;No;Yes;Female;No;18;No;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.7;3.7;-1.7;Dropout
JYDO0421;Single;1st phase - general contingent;1;Nursing;Daytime;1;135.0;1;2;1;2;8;126.6;No;No;No;Yes;Female;Yes;19;No;0;7;7;7;12.901428571428571;0;0;8;9;8;13.094444444444443;0;11.1;0.6;2.02;Graduate
JYDO0422;Single;Transfer;1;Management (evening attendance);Evening;1;160.0;1;1;2;4;3;120.0;No;No;No;Yes;Female;No;30;No;4;7;9;7;14.142857142857142;0;1;5;5;5;14.8;0;7.6;2.6;0.32;Graduate
JYDO0423;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;39;140.0;1;1;2;4;6;140.0;Yes;No;No;Yes;Female;No;29;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO0424;Single;1st phase - general contingent;6;Nursing;Daytime;1;140.0;1;3;1;3;3;131.5;Yes;No;No;Yes;Female;No;19;No;0;8;8;8;13.25375;0;0;8;8;8;13.25375;0;9.4;-0.8;-3.12;Graduate
JYDO0425;Single;2nd phase - general contingent;6;Oral Hygiene;Daytime;1;115.0;1;19;2;5;3;112.2;Yes;No;No;Yes;Female;No;20;No;0;7;7;7;13.785714285714286;0;0;8;8;8;14.1;0;12.4;0.5;1.79;Graduate
JYDO0426;Single;1st phase - general contingent;1;Nursing;Daytime;1;144.0;1;37;37;9;3;150.5;No;No;No;Yes;Female;No;20;No;0;7;7;6;13.916666666666666;0;0;7;7;6;13.916666666666666;0;7.6;2.6;0.32;Graduate
JYDO0427;Single;1st phase - general contingent;4;Advertising and Marketing Management;Daytime;1;128.0;1;38;38;3;7;121.0;Yes;No;No;Yes;Female;No;19;No;0;6;8;6;13.5;0;0;6;9;6;13.571428571428571;0;11.1;0.6;2.02;Graduate
JYDO0428;Single;2nd phase - general contingent;1;Management;Daytime;1;116.0;1;38;2;9;2;112.2;Yes;No;No;Yes;Female;No;20;No;0;5;8;3;11.333333333333334;0;0;5;12;2;10.666666666666666;0;10.8;1.4;1.74;Enrolled
JYDO0429;Widower;1st phase - general contingent;2;Veterinary Nursing;Daytime;1;135.0;1;19;1;4;4;129.4;Yes;No;No;Yes;Female;No;21;No;0;5;8;0;0.0;4;0;5;12;0;0.0;4;10.8;1.4;1.74;Dropout
JYDO0430;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;121.0;1;19;38;4;10;114.4;No;No;No;Yes;Female;No;19;No;0;6;10;5;11.5;0;0;6;9;4;14.6;0;11.1;0.6;2.02;Graduate
JYDO0431;Single;1st phase - general contingent;3;Nursing;Daytime;1;134.0;1;37;38;9;9;120.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;12.082857142857142;0;0;8;8;7;12.082857142857142;0;10.8;1.4;1.74;Graduate
JYDO0432;Single;Over 23 years old;1;Social Service (evening attendance);Evening;1;120.0;1;37;37;7;8;120.0;No;No;No;Yes;Female;Yes;27;No;0;6;8;6;11.833333333333334;0;0;6;10;5;12.8;0;15.5;2.8;-4.06;Graduate
JYDO0433;Single;2nd phase - general contingent;2;Management;Daytime;1;125.0;1;38;38;6;8;114.5;Yes;No;No;Yes;Female;Yes;19;No;0;5;6;5;13.4;0;0;5;5;5;12.4;0;12.4;0.5;1.79;Graduate
JYDO0434;Single;1st phase - general contingent;1;Nursing;Daytime;1;141.0;1;1;1;90;3;127.8;No;No;No;Yes;Female;Yes;19;No;0;7;7;0;0.0;2;0;7;7;0;0.0;2;7.6;2.6;0.32;Dropout
JYDO0435;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;140.0;1;1;19;4;8;124.6;Yes;No;No;Yes;Female;No;19;No;0;6;7;5;14.2;0;0;6;7;6;14.571428571428571;0;15.5;2.8;-4.06;Graduate
JYDO0436;Single;1st phase - general contingent;6;Nursing;Daytime;1;144.0;1;19;19;5;5;130.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;13.814285714285717;0;0;8;8;7;13.814285714285717;0;12.7;3.7;-1.7;Graduate
JYDO0437;Single;2nd phase - general contingent;1;Tourism;Daytime;1;122.0;1;19;19;5;5;118.2;No;No;No;Yes;Female;Yes;20;No;0;6;10;4;11.25;0;0;6;6;6;10.5;0;12.4;0.5;1.79;Enrolled
JYDO0438;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;130.0;1;19;37;4;5;118.8;No;No;No;Yes;Female;Yes;18;No;0;6;6;6;14.5;0;0;6;8;6;13.666666666666666;0;12.7;3.7;-1.7;Graduate
JYDO0439;Single;1st phase - general contingent;5;Advertising and Marketing Management;Daytime;1;133.1;1;9;1;2;4;133.0;Yes;No;No;Yes;Female;No;19;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0440;Married;Over 23 years old;1;Nursing;Daytime;19;133.1;1;37;37;9;9;129.0;Yes;No;No;Yes;Female;No;36;No;0;7;7;6;11.3;0;0;7;7;6;11.3;0;7.6;2.6;0.32;Graduate
JYDO0441;Single;Change of course;1;Oral Hygiene;Daytime;1;147.0;1;3;4;3;2;100.0;No;No;No;Yes;Female;No;18;No;0;2;2;0;0.0;0;0;4;4;1;16.0;0;10.8;1.4;1.74;Enrolled
JYDO0442;Single;Change of course;1;Equinculture;Daytime;1;127.0;1;19;38;4;5;120.7;Yes;No;Yes;Yes;Female;No;18;No;0;5;11;1;12.0;0;0;5;9;3;12.0;0;12.7;3.7;-1.7;Enrolled
JYDO0443;Single;2nd phase - general contingent;6;Nursing;Daytime;1;136.0;1;19;38;9;3;132.5;Yes;No;No;Yes;Female;No;19;No;0;8;9;7;12.3;0;0;8;9;7;12.3;0;12.7;3.7;-1.7;Graduate
JYDO0444;Single;1st phase - general contingent;5;Nursing;Daytime;1;127.0;1;19;19;7;8;120.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;12.694285714285714;0;0;8;8;7;12.694285714285714;0;10.8;1.4;1.74;Graduate
JYDO0445;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;123.0;1;19;19;1;1;114.6;No;No;No;Yes;Female;No;18;No;0;5;5;4;11.0;0;0;5;5;4;11.0;0;9.4;-0.8;-3.12;Graduate
JYDO0446;Single;1st phase - general contingent;1;Social Service;Daytime;1;128.0;1;37;19;9;3;116.5;Yes;No;No;Yes;Female;Yes;19;No;0;6;6;6;13.0;0;0;6;6;6;14.166666666666666;0;12.4;0.5;1.79;Graduate
JYDO0447;Single;1st phase - general contingent;1;Nursing;Daytime;1;128.0;1;3;1;2;1;127.8;No;No;No;Yes;Female;Yes;19;No;0;7;8;7;14.4125;0;0;8;8;8;16.05;0;13.9;-0.3;0.79;Graduate
JYDO0448;Single;1st phase - general contingent;2;Nursing;Daytime;1;140.0;1;1;19;7;7;129.9;Yes;No;No;Yes;Female;No;18;No;0;7;8;7;12.92875;0;0;8;8;8;14.0625;0;15.5;2.8;-4.06;Dropout
JYDO0449;Single;1st phase - general contingent;2;Journalism and Communication;Daytime;1;121.0;1;1;19;9;7;118.9;Yes;No;No;Yes;Female;No;20;No;0;6;6;6;13.333333333333334;0;0;6;10;5;12.8;0;11.1;0.6;2.02;Graduate
JYDO0450;Single;1st phase - general contingent;3;Tourism;Daytime;1;122.0;1;19;38;3;10;114.3;Yes;No;No;Yes;Female;Yes;20;No;0;6;8;5;12.8;0;0;6;9;5;12.8;0;12.4;0.5;1.79;Enrolled
JYDO0451;Single;3rd phase - general contingent;1;Nursing;Daytime;1;126.0;1;38;37;5;5;114.8;Yes;No;No;Yes;Female;No;20;No;0;8;8;7;14.402857142857142;0;0;8;8;7;14.402857142857142;0;10.8;1.4;1.74;Graduate
JYDO0452;Single;1st phase - general contingent;4;Nursing;Daytime;1;135.0;1;37;37;9;8;123.0;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;13.381428571428572;0;0;8;8;7;13.381428571428572;0;10.8;1.4;1.74;Graduate
JYDO0453;Single;1st phase - general contingent;2;Nursing;Daytime;1;131.0;1;19;19;7;5;122.1;Yes;No;No;Yes;Female;No;18;No;0;7;8;7;14.13125;0;0;8;8;8;13.98375;0;15.5;2.8;-4.06;Graduate
JYDO0454;Single;2nd phase - general contingent;4;Veterinary Nursing;Daytime;1;140.0;1;19;37;4;7;123.7;No;No;No;Yes;Female;No;19;No;0;5;11;5;11.714285714285714;2;0;5;6;5;12.6;0;9.4;-0.8;-3.12;Graduate
JYDO0455;Single;1st phase - general contingent;3;Management;Daytime;1;131.0;1;19;38;9;7;132.4;Yes;No;No;Yes;Female;No;19;No;0;5;5;5;11.8;0;0;5;8;4;11.25;0;9.4;-0.8;-3.12;Enrolled
JYDO0456;Married;Over 23 years old;1;Social Service (evening attendance);Evening;1;130.0;1;34;34;99;99;114.8;No;No;No;Yes;Female;No;44;No;0;6;9;6;11.166666666666666;0;1;6;15;2;11.0;1;7.6;2.6;0.32;Graduate
JYDO0457;Single;Holders of other higher courses;1;Agronomy;Daytime;3;130.0;1;38;37;5;6;130.0;No;No;No;Yes;Female;No;32;No;0;6;7;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout
JYDO0458;Single;Change of course;1;Basic Education;Daytime;1;140.0;1;37;19;9;8;122.3;No;No;No;Yes;Female;No;22;No;0;6;9;5;13.6;0;0;6;8;5;12.0;0;12.7;3.7;-1.7;Dropout
JYDO0459;Married;Over 23 years old;1;Agronomy;Daytime;1;130.0;1;1;19;4;9;152.4;Yes;No;No;Yes;Female;No;36;No;4;12;14;12;13.846153846153848;0;5;12;18;11;14.090909090909092;0;8.9;1.4;3.51;Graduate
JYDO0460;Single;2nd phase - general contingent;1;Journalism and Communication;Daytime;1;125.0;1;37;37;5;7;120.1;No;No;No;Yes;Female;Yes;18;No;0;6;7;6;12.5;0;0;6;8;6;13.333333333333334;0;16.2;0.3;-0.92;Graduate
JYDO0461;Single;1st phase - general contingent;1;Equinculture;Daytime;1;160.0;1;3;3;3;2;155.1;Yes;No;No;Yes;Female;No;20;No;0;5;5;5;16.4;0;0;5;5;5;14.6;0;12.7;3.7;-1.7;Graduate
JYDO0462;Single;Change of institution/course;1;Communication Design;Daytime;1;130.0;1;19;19;5;7;124.5;No;No;No;Yes;Female;Yes;20;No;5;11;11;11;13.818181818181818;0;5;11;11;11;13.454545454545457;0;11.1;0.6;2.02;Graduate
JYDO0463;Single;2nd phase - general contingent;1;Social Service;Daytime;1;144.0;1;3;1;2;3;126.9;No;No;No;Yes;Female;No;19;No;0;6;8;5;10.6;0;0;6;11;4;10.5;0;15.5;2.8;-4.06;Graduate
JYDO0464;Single;Over 23 years old;1;Management;Daytime;19;133.1;1;3;1;3;5;153.2;Yes;No;Yes;Yes;Female;No;24;No;0;5;8;5;10.2;0;0;5;6;5;12.2;0;12.4;0.5;1.79;Graduate
JYDO0465;Single;2nd phase - general contingent;1;Social Service;Daytime;1;148.0;1;1;1;4;9;129.8;No;No;No;Yes;Female;No;20;No;0;6;11;5;10.6;0;0;6;11;4;10.4;0;15.5;2.8;-4.06;Enrolled
JYDO0466;Single;Change of course;1;Social Service (evening attendance);Evening;1;133.1;1;3;3;2;3;135.0;No;No;No;Yes;Female;No;27;No;7;10;10;9;11.444444444444445;0;4;11;11;5;10.8;0;10.8;1.4;1.74;Dropout
JYDO0467;Single;1st phase - general contingent;1;Basic Education;Daytime;1;133.0;1;1;38;5;10;131.3;Yes;No;No;Yes;Female;No;20;No;0;6;9;5;14.333333333333334;0;4;8;8;8;12.625;0;15.5;2.8;-4.06;Enrolled
JYDO0468;Single;Change of course;6;Social Service;Daytime;1;129.0;1;34;34;0;0;125.2;No;No;No;Yes;Female;Yes;23;No;15;16;18;16;13.0;0;11;13;15;13;13.266666666666667;0;9.4;-0.8;-3.12;Graduate
JYDO0469;Single;1st phase - general contingent;5;Nursing;Daytime;1;144.0;1;19;38;4;8;141.3;Yes;No;No;Yes;Female;Yes;18;No;0;8;9;8;13.31;1;0;8;9;8;13.31;1;9.4;-0.8;-3.12;Graduate
JYDO0470;Single;2nd phase - general contingent;1;Social Service;Daytime;1;120.0;1;37;37;4;9;117.1;Yes;No;No;Yes;Female;Yes;18;No;0;6;10;5;10.571428571428571;1;0;6;9;5;12.2;0;12.7;3.7;-1.7;Graduate
JYDO0471;Single;2nd phase - general contingent;3;Nursing;Daytime;1;144.0;1;1;37;9;9;126.5;Yes;No;No;Yes;Female;Yes;20;No;0;8;8;7;13.487142857142857;0;0;8;8;7;13.487142857142857;0;10.8;1.4;1.74;Graduate
JYDO0472;Single;1st phase - general contingent;1;Tourism;Daytime;1;132.0;1;19;38;9;7;120.1;No;No;No;Yes;Female;Yes;20;No;0;6;6;6;12.333333333333334;0;0;6;7;6;11.833333333333334;0;13.9;-0.3;0.79;Graduate
JYDO0473;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;142.0;1;38;19;7;10;128.4;No;No;No;Yes;Female;No;23;No;0;6;11;6;11.875;0;0;6;9;5;12.833333333333334;0;11.1;0.6;2.02;Dropout
JYDO0474;Single;1st phase - general contingent;2;Nursing;Daytime;1;136.0;1;19;19;9;9;140.0;Yes;No;No;Yes;Female;No;20;No;0;7;7;6;13.966666666666669;0;0;7;7;6;13.966666666666669;0;7.6;2.6;0.32;Graduate
JYDO0475;Single;Over 23 years old;1;Tourism;Daytime;9;133.1;1;34;34;0;0;110.0;Yes;No;No;No;Female;No;28;No;0;5;10;0;0.0;0;0;5;10;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0476;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;122.0;1;1;19;3;5;116.8;Yes;No;No;Yes;Female;No;21;No;0;5;8;4;11.5;0;0;5;5;5;12.8;0;7.6;2.6;0.32;Graduate
JYDO0477;Single;1st phase - general contingent;2;Oral Hygiene;Daytime;1;133.1;1;19;19;9;9;104.5;Yes;No;No;Yes;Female;No;21;No;0;2;2;2;12.5;0;0;7;0;0;0.0;0;12.4;0.5;1.79;Dropout
JYDO0478;Single;Holders of other higher courses;1;Nursing;Daytime;3;140.0;1;34;34;0;0;140.0;No;No;No;Yes;Female;No;28;No;0;7;0;0;0.0;0;0;8;0;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0479;Single;1st phase - general contingent;1;Nursing;Daytime;1;117.0;1;3;1;3;3;113.2;No;Yes;No;Yes;Female;No;18;No;0;7;10;6;11.98;0;0;8;11;7;13.225;0;16.2;0.3;-0.92;Graduate
JYDO0480;Single;2nd phase - general contingent;1;Social Service;Daytime;1;128.0;1;38;19;191;175;118.6;Yes;No;No;Yes;Female;Yes;21;No;0;6;8;5;13.2;0;0;6;7;5;11.8;0;8.9;1.4;3.51;Enrolled
JYDO0481;Single;1st phase - general contingent;1;Nursing;Daytime;1;136.0;1;1;1;4;4;123.8;No;No;No;Yes;Female;No;19;No;0;7;10;6;11.614285714285714;0;0;8;8;8;14.0375;0;13.9;-0.3;0.79;Graduate
JYDO0482;Single;3rd phase - general contingent;6;Nursing;Daytime;1;141.0;1;1;19;1;1;126.7;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;7;14.314285714285717;0;0;8;8;7;14.314285714285717;0;12.7;3.7;-1.7;Graduate
JYDO0483;Single;1st phase - general contingent;3;Nursing;Daytime;1;130.0;1;3;1;2;5;133.8;No;No;No;Yes;Female;No;19;No;0;7;0;0;0.0;0;0;8;0;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO0484;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;39;140.0;1;38;38;9;7;140.0;No;No;No;Yes;Female;No;20;No;2;6;9;6;12.666666666666666;0;1;6;12;2;13.0;0;13.9;-0.3;0.79;Enrolled
JYDO0485;Single;1st phase - general contingent;3;Nursing;Daytime;1;102.0;1;1;19;9;5;100.6;Yes;No;No;Yes;Female;Yes;20;No;0;7;9;6;12.766666666666666;0;0;8;10;7;12.128571428571428;0;12.4;0.5;1.79;Graduate
JYDO0486;Single;2nd phase - general contingent;1;Basic Education;Daytime;1;126.0;1;1;37;7;9;132.7;No;No;No;Yes;Female;Yes;18;No;0;6;7;6;12.666666666666666;0;0;6;7;5;12.2;0;10.8;1.4;1.74;Graduate
JYDO0487;Single;Change of course;2;Advertising and Marketing Management;Daytime;1;125.0;1;38;19;4;3;106.6;Yes;No;No;Yes;Female;No;20;No;4;6;7;6;11.5;0;0;6;10;4;10.571428571428571;0;10.8;1.4;1.74;Dropout
JYDO0488;Single;Over 23 years old;1;Advertising and Marketing Management;Daytime;1;120.0;1;1;19;5;4;140.4;No;No;No;Yes;Female;No;31;No;2;6;13;5;11.4;0;0;6;14;4;11.75;0;13.9;-0.3;0.79;Dropout
JYDO0489;Single;2nd phase - general contingent;3;Nursing;Daytime;1;132.0;1;37;37;9;7;128.3;Yes;No;No;Yes;Female;Yes;19;No;0;7;8;7;14.70625;0;0;8;8;8;14.4775;0;15.5;2.8;-4.06;Graduate
JYDO0490;Single;1st phase - general contingent;3;Nursing;Daytime;1;128.0;1;38;38;5;5;118.6;Yes;No;No;Yes;Female;Yes;19;No;0;7;9;6;11.814285714285717;0;0;8;8;7;13.542857142857144;0;13.9;-0.3;0.79;Graduate
JYDO0491;Single;1st phase - general contingent;1;Communication Design;Daytime;1;115.0;1;19;1;3;8;123.4;No;No;No;Yes;Female;No;23;No;1;6;8;6;13.0;1;0;6;8;6;11.875;0;13.9;-0.3;0.79;Graduate
JYDO0492;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;125.0;1;37;37;5;5;124.0;No;No;No;Yes;Female;No;19;No;0;6;7;6;14.857142857142858;0;0;6;6;6;13.333333333333334;0;12.4;0.5;1.79;Graduate
JYDO0493;Single;1st phase - general contingent;6;Nursing;Daytime;1;137.0;1;1;3;3;2;121.3;Yes;No;No;Yes;Female;No;20;No;0;7;7;6;12.6;0;0;7;7;6;12.6;0;7.6;2.6;0.32;Graduate
JYDO0494;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;101.0;1;37;37;9;4;101.0;Yes;No;Yes;Yes;Female;No;22;No;0;6;9;5;13.333333333333334;0;0;6;17;4;11.4;0;12.4;0.5;1.79;Enrolled
JYDO0495;Single;1st phase - general contingent;1;Basic Education;Daytime;1;126.0;1;3;1;2;5;116.9;Yes;Yes;No;Yes;Female;No;18;No;0;7;10;6;10.666666666666666;0;0;7;12;6;12.833333333333334;0;13.9;-0.3;0.79;Enrolled
